CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
21862,MRS.,MICHELE,PRASAD,1948-09-04,M,F,90000,4,High School,Management,Y
21863,MRS.,SHAWNA,ANAND,1948-08-22,S,F,90000,4,Partial High School,Skilled Manual,Y
21864,MR.,MARTIN,LOPEZ,1948-10-22,S,M,100000,3,High School,Management,Y
21865,MRS.,KATHRYN,ANDERSEN,1948-11-22,M,F,130000,5,High School,Management,Y
21866,MRS.,SHANNON,ZHU,1947-02-21,M,F,80000,5,Partial High School,Skilled Manual,N
21867,MR.,MICHAEL,RUGGIERO,1947-11-14,M,M,90000,5,Partial High School,Skilled Manual,Y
21868,MRS.,AIMEE,MA,1947-02-03,M,F,100000,3,High School,Management,Y
21869,MRS.,TINA,PRASAD,1947-10-10,M,F,100000,3,Partial High School,Professional,Y
21870,MRS.,JENNY,RAJI,1947-09-04,M,F,130000,5,Partial High School,Professional,Y
21871,MR.,DEVIN,ADAMS,1976-11-05,S,M,60000,0,Bachelors,Professional,Y
21872,MS.,ALISHA,LAL,1975-12-01,S,F,60000,0,Bachelors,Professional,N
21873,MS.,KELLIE,NAVARRO,1975-08-03,M,F,70000,0,Bachelors,Professional,Y
21874,MS.,BRANDI,SUAREZ,1976-05-22,M,F,70000,0,Bachelors,Professional,N
21875,MR.,CEDRIC,NARA,1976-08-17,S,M,70000,0,Bachelors,Professional,N
21876,MR.,PHILIP,RUBIO,1976-04-26,S,M,70000,0,Bachelors,Professional,N
21877,MR.,CLARENCE,XU,1976-08-13,S,M,80000,0,Bachelors,Professional,Y
21878,MR.,BRYANT,RANA,1976-04-25,M,M,80000,0,Bachelors,Professional,Y
21880,MR.,MARC,GOMEZ,1974-08-20,M,M,70000,0,Bachelors,Professional,Y
21881,MS.,NICOLE,LEWIS,1975-10-16,S,F,80000,0,Bachelors,Professional,N
21882,MR.,JAY,RAMOS,1975-09-23,S,M,90000,0,Bachelors,Professional,Y
21883,MS.,PATRICIA,KAPOOR,1974-03-07,S,F,70000,0,Bachelors,Professional,N
21884,MS.,TABITHA,GUTIERREZ,1973-07-08,M,F,80000,0,Bachelors,Professional,Y
21885,MR.,RAFAEL,XU,1974-12-05,S,M,90000,0,Bachelors,Professional,Y
21886,MS.,JILL,CARLSON,1974-05-10,S,F,100000,0,High School,Management,Y
21887,MS.,ASHLEY,WHITE,1972-05-12,M,F,80000,0,Bachelors,Professional,N
21888,MR.,EVAN,EDWARDS,1973-09-04,S,M,100000,0,High School,Management,Y
21889,MS.,SHEILA,NAVARRO,1973-08-17,M,F,110000,0,Partial College,Management,Y
21890,MS.,TIFFANY,ZENG,1973-02-05,M,F,120000,0,Partial High School,Professional,Y
21891,MS.,DAWN,NARA,1972-06-23,M,F,110000,0,High School,Management,Y
21892,MS.,JOAN,HERNANDEZ,1971-08-26,M,F,100000,0,High School,Management,Y
21893,MS.,BRANDI,HERNANDEZ,1971-06-15,S,F,100000,0,High School,Management,Y
21894,MR.,DAVID,LI,1970-11-13,S,M,90000,0,Bachelors,Professional,N
21895,MS.,KAYLEE,GONZALEZ,1970-10-09,S,F,90000,0,Bachelors,Professional,N
21896,MR.,ROY,SUBRAM,1970-07-26,M,M,100000,0,High School,Management,Y
21897,MR.,FRANCISCO,SUBRAM,1971-10-20,M,M,110000,0,Partial High School,Professional,N
21898,MR.,DEVON,RAJI,1971-02-05,M,M,110000,0,Partial High School,Professional,Y
21899,MS.,MARIE,VAZQUEZ,1971-04-10,M,F,110000,0,Partial High School,Professional,Y
21900,MR.,ROBERT,JONES,1964-04-20,S,M,80000,4,Partial College,Professional,Y
21901,MRS.,ELIZABETH,TAYLOR,1964-05-24,M,F,90000,5,Partial College,Professional,Y
21902,MRS.,NATALIE,JAMES,1964-09-20,S,F,130000,2,Graduate Degree,Management,N
21903,MR.,FERNANDO,JENKINS,1956-07-15,S,M,70000,3,Partial College,Professional,Y
21904,MR.,CHASE,SANDBERG,1956-02-08,M,M,70000,4,Partial College,Professional,Y
21905,MR.,PEDRO,HERNANDEZ,1934-09-19,M,M,50000,2,Graduate Degree,Management,Y
21906,MRS.,MIRANDA,SIMMONS,1934-02-05,M,F,50000,2,Graduate Degree,Management,Y
21907,MRS.,JORDAN,HALL,1934-08-20,M,F,60000,2,Graduate Degree,Management,Y
21908,MRS.,ISABEL,HAYES,1934-07-02,M,F,60000,2,Graduate Degree,Management,Y
21909,MRS.,ALLISON,WARD,1934-06-24,M,F,160000,1,Bachelors,Management,Y
21910,MS.,REBEKAH,PEREZ,1974-08-17,S,F,30000,0,Partial College,Clerical,N
21911,MS.,JOAN,ROSS,1980-12-23,S,F,20000,0,Partial High School,Manual,N
21912,MS.,COLLEEN,KUMAR,1980-03-21,S,F,20000,0,Partial High School,Manual,Y
21913,MR.,ARTHUR,BLANCO,1980-05-27,S,M,20000,0,Partial High School,Manual,N
21914,MS.,EMILY,BROWN,1980-02-19,S,F,20000,0,Partial High School,Manual,N
21915,MR.,TRISTAN,WOOD,1962-05-01,M,M,70000,1,Partial College,Skilled Manual,Y
21916,MR.,JESSE,EVANS,1961-02-08,M,M,40000,4,High School,Skilled Manual,Y
21917,MR.,DALTON,JOHNSON,1961-06-24,M,M,40000,4,High School,Skilled Manual,Y
21918,MRS.,CAROL,SERRANO,1961-11-03,S,F,40000,4,High School,Skilled Manual,Y
21919,MRS.,MELISSA,HOWARD,1961-08-07,M,F,60000,1,Partial College,Skilled Manual,Y
21920,MRS.,DESTINY,BENNETT,1961-02-15,M,F,60000,1,Partial College,Skilled Manual,Y
21921,MR.,LUCAS,COLLINS,1961-08-02,M,M,60000,1,Partial College,Skilled Manual,Y
21922,MRS.,BAILEY,WARD,1961-11-23,M,F,60000,1,Partial College,Skilled Manual,Y
21923,MR.,JUSTIN,WILLIAMS,1961-07-20,M,M,60000,1,Partial College,Skilled Manual,Y
21924,MR.,EDUARDO,COOK,1960-03-13,M,M,40000,4,High School,Skilled Manual,Y
21925,MS.,TABITHA,DOMINGUEZ,1960-08-02,S,F,40000,0,Bachelors,Professional,N
21926,MS.,MELANIE,HENDERSON,1967-07-15,S,F,60000,0,Graduate Degree,Professional,N
21927,MS.,MEREDITH,BROWNING,1967-09-16,S,F,60000,0,Graduate Degree,Professional,N
21928,MR.,KARL,LUO,1967-03-03,S,M,60000,0,Graduate Degree,Professional,Y
21929,MS.,KAREN,PERRY,1967-11-19,S,F,60000,0,Graduate Degree,Professional,N
21930,MS.,MARISSA,PERRY,1967-07-27,S,F,60000,0,Graduate Degree,Professional,Y
21931,MR.,MARCUS,WOOD,1960-09-20,M,M,60000,1,Partial College,Skilled Manual,N
21932,MR.,LEONARD,KUMAR,1959-12-14,M,M,60000,1,Partial College,Skilled Manual,Y
21933,MRS.,NICOLE,MARTIN,1959-10-03,M,F,60000,4,Bachelors,Professional,Y
21934,MRS.,JENNIFER,COX,1959-06-10,M,F,60000,4,Bachelors,Professional,Y
21935,MRS.,VICTORIA,SIMMONS,1959-07-28,M,F,60000,4,Bachelors,Professional,N
21936,MRS.,EMMA,REED,1959-12-15,M,F,60000,4,Bachelors,Professional,N
21937,MRS.,MORGAN,ROSS,1959-11-27,S,F,60000,4,Bachelors,Professional,Y
21938,,SAVANNAH,HALL,1959-06-13,M,,60000,4,Bachelors,Professional,Y
21939,MR.,THOMAS,ROBERTS,1959-03-11,M,M,70000,2,Graduate Degree,Professional,Y
21940,MR.,ALEJANDRO,SHARMA,1959-07-24,M,M,90000,5,Graduate Degree,Professional,Y
21941,MRS.,GAIL,MOORE,1958-02-19,S,F,60000,3,Bachelors,Professional,N
21942,MRS.,JULIA,ROBERTS,1958-09-05,M,F,80000,5,Graduate Degree,Professional,Y
21943,MRS.,CINDY,MEHTA,1969-08-08,S,F,80000,4,Graduate Degree,Management,Y
21944,MRS.,DAISY,JIMÉNEZ,1969-09-20,M,F,90000,1,Graduate Degree,Management,Y
21945,MRS.,PEARLIE,RUSEK,1969-02-17,S,F,90000,1,Graduate Degree,Management,Y
21946,MRS.,MICHELE,DENG,1969-01-03,M,F,90000,2,Bachelors,Professional,Y
21947,MRS.,DIANE,ROMERO,1969-10-09,M,F,90000,2,Bachelors,Professional,Y
21948,MRS.,ANN,MADAN,1969-04-12,M,F,100000,1,Graduate Degree,Management,Y
21949,MR.,CLAYTON,CHAVEZ,1969-09-27,S,M,100000,1,Graduate Degree,Management,N
21950,MR.,ARMANDO,HERNANDEZ,1969-04-05,S,M,100000,1,Graduate Degree,Management,Y
21951,MR.,ORLANDO,HERNANDEZ,1970-11-27,S,M,80000,4,Graduate Degree,Management,Y
21952,MRS.,LATASHA,VAZQUEZ,1968-07-06,S,F,70000,5,Bachelors,Professional,Y
21953,MR.,MARVIN,VAZQUEZ,1967-07-22,M,M,70000,5,Bachelors,Professional,N
21954,MRS.,YOLANDA,ANDERSEN,1967-05-24,S,F,70000,5,Bachelors,Professional,Y
21955,MRS.,JENNY,FERRIER,1969-08-22,S,F,110000,1,Graduate Degree,Management,Y
21956,MR.,JAY,KAPOOR,1969-10-16,S,M,120000,1,Graduate Degree,Management,N
21957,MRS.,KATHRYN,SHEN,1969-05-18,M,F,120000,1,Graduate Degree,Management,Y
21958,MRS.,MALLORY,BLANCO,1969-10-19,S,F,130000,1,Graduate Degree,Management,N
21959,MR.,JIMMY,DOMINGUEZ,1969-07-16,M,M,130000,1,Graduate Degree,Management,Y
21960,MRS.,DAWN,LIU,1967-02-18,M,F,70000,5,Bachelors,Professional,N
21961,MRS.,CHELSEA,GARCIA,1967-04-20,M,F,70000,5,Bachelors,Professional,Y
21962,MRS.,KRISTI,SMITH,1967-05-01,S,F,80000,5,Graduate Degree,Management,Y
21963,MRS.,JACQUELYN,SERRANO,1967-08-23,M,F,80000,5,Graduate Degree,Management,Y
21964,MR.,DEVON,NARA,1967-08-03,M,M,80000,5,Graduate Degree,Management,Y
21965,MRS.,BETHANY,RAHEEM,1966-08-24,M,F,80000,5,Bachelors,Professional,Y
21966,MR.,ROSS,SAI,1966-10-27,M,M,90000,2,Bachelors,Professional,Y
21967,MR.,CHARLES,SANDERS,1965-04-09,M,M,60000,2,Bachelors,Professional,Y
21968,MR.,JAIME,DENG,1968-08-04,S,M,70000,0,Bachelors,Professional,N
21969,MS.,LATOYA,DENG,1968-03-25,S,F,70000,0,Bachelors,Professional,N
21970,MRS.,JADA,RIVERA,1964-02-21,S,F,60000,3,Bachelors,Professional,Y
21971,MR.,WARREN,SHAN,1964-05-24,M,M,60000,4,Bachelors,Professional,Y
21972,MRS.,MANDY,SHE,1964-10-02,M,F,60000,4,Bachelors,Professional,N
21973,MRS.,JANET,VAZQUEZ,1964-02-15,M,F,60000,4,Bachelors,Professional,N
21974,MS.,WHITNEY,SURI,1964-02-07,S,F,70000,0,Bachelors,Professional,Y
21975,MR.,ALFREDO,RUIZ,1963-01-05,M,M,60000,5,Bachelors,Professional,Y
21976,MRS.,JACQUELINE,TORRES,1963-07-01,S,F,60000,3,Bachelors,Professional,N
21977,MR.,PHILLIP,MALHOTRA,1963-07-21,S,M,70000,0,Bachelors,Professional,N
21978,MRS.,TRACY,DENG,1967-03-08,M,F,90000,4,Bachelors,Professional,Y
21979,MR.,PHILIP,GUTIERREZ,1962-09-16,M,M,60000,1,Bachelors,Professional,Y
21980,MRS.,BETH,MORENO,1961-09-10,S,F,60000,1,Bachelors,Professional,Y
21981,MRS.,ISABELLA,HENDERSON,1961-04-11,M,F,60000,1,Bachelors,Professional,Y
21982,MRS.,DEBORAH,LAL,1961-02-25,M,F,60000,1,Partial College,Skilled Manual,Y
21983,MR.,GLENN,LIANG,1961-03-22,M,M,60000,1,Partial College,Skilled Manual,Y
21984,MRS.,KRISTY,SUAREZ,1960-02-19,S,F,60000,1,Partial College,Skilled Manual,Y
21985,MR.,EDDIE,TORRES,1960-10-14,M,M,60000,1,Partial College,Skilled Manual,Y
21986,MRS.,KRISTI,CHAPMAN,1960-06-11,S,F,60000,1,Partial College,Skilled Manual,Y
21987,MR.,THEODORE,DOMINGUEZ,1965-12-04,S,M,70000,0,Bachelors,Professional,Y
21988,MRS.,ALISHA,ZHAO,1965-04-03,M,F,80000,5,Bachelors,Professional,Y
21989,MR.,ERIK,JIMENEZ,1965-04-02,M,M,80000,5,Bachelors,Professional,Y
21990,MR.,ALEJANDRO,RAI,1965-03-15,S,M,80000,5,Bachelors,Professional,Y
21991,MRS.,TERESA,GILL,1965-07-14,M,F,80000,5,Bachelors,Professional,N
21992,MR.,ALEJANDRO,ZHANG,1965-08-27,S,M,80000,5,Bachelors,Professional,Y
21993,MR.,CRAIG,SANZ,1964-09-20,M,M,70000,0,Bachelors,Professional,N
21994,MRS.,NATASHA,RUIZ,1959-03-13,S,F,90000,1,Bachelors,Professional,Y
21995,MRS.,KATHRYN,RAJI,1962-03-22,S,F,70000,5,Partial College,Skilled Manual,Y
21996,MRS.,AMY,GAO,1961-11-19,M,F,60000,1,Partial College,Skilled Manual,Y
21997,MR.,DENNIS,XU,1958-03-14,M,M,80000,5,Bachelors,Professional,Y
21998,MR.,ERIK,HERNANDEZ,1958-11-08,M,M,90000,2,Bachelors,Professional,Y
21999,MRS.,JULIA,BARNES,1958-05-13,M,F,90000,2,Bachelors,Management,N
22000,MRS.,CYNTHIA,CHANDRA,1958-09-11,M,F,100000,4,Bachelors,Management,Y
22001,MR.,GREGORY,CHANDER,1957-10-21,S,M,70000,1,Partial College,Skilled Manual,Y
22002,MRS.,KRISTEN,CHEN,1936-08-05,M,F,30000,2,Partial College,Clerical,N
22003,MRS.,JILL,NAVARRO,1936-08-23,M,F,40000,2,Bachelors,Management,Y
22004,MRS.,MEGHAN,ORTEGA,1960-08-16,M,F,60000,1,Partial College,Skilled Manual,Y
22005,MRS.,PAMELA,MEHTA,1960-03-03,M,F,70000,5,Partial College,Skilled Manual,N
22006,MR.,JON,NARA,1960-06-20,M,M,70000,5,Partial College,Skilled Manual,Y
22007,MS.,KAYLEE,HERNANDEZ,1976-09-13,S,F,30000,0,High School,Skilled Manual,N
22008,MS.,ALISHA,YE,1975-04-08,S,F,40000,0,High School,Skilled Manual,N
22009,MR.,ROSS,ALVAREZ,1975-02-09,S,M,40000,0,High School,Skilled Manual,Y
22010,MR.,HENRY,LOPEZ,1975-07-13,S,M,40000,0,High School,Skilled Manual,N
22011,MR.,RICHARD,PATTERSON,1980-11-13,S,M,30000,0,High School,Skilled Manual,N
22012,MS.,REGINA,MALHOTRA,1980-06-26,S,F,30000,0,High School,Skilled Manual,N
22013,MR.,MARCUS,JENKINS,1980-11-01,S,M,30000,0,High School,Skilled Manual,N
22014,MR.,JOSE,GONZALES,1980-05-19,S,M,30000,0,High School,Skilled Manual,Y
22015,MS.,MARY,TURNER,1980-10-15,M,F,30000,0,High School,Skilled Manual,Y
22016,MR.,TERRENCE,ANDERSEN,1980-10-22,S,M,30000,0,Partial High School,Clerical,N
22017,MRS.,SHARON,SHE,1937-12-09,M,F,30000,2,Partial College,Clerical,N
22018,MR.,TODD,SUN,1937-05-09,M,M,40000,2,Bachelors,Management,Y
22019,MS.,RACHEL,BRYANT,1978-02-23,M,F,40000,0,High School,Skilled Manual,N
22020,MR.,JAIME,SHAN,1938-04-18,M,M,40000,2,Bachelors,Management,Y
22021,MR.,ETHAN,WHITE,1977-09-20,S,M,30000,0,Partial High School,Clerical,N
22022,,CHRISTOPHER,DAVIS,1977-11-04,S,,30000,0,Partial High School,Clerical,N
22023,MR.,RAFAEL,CHEN,1977-05-01,S,M,30000,0,Partial High School,Clerical,N
22024,MR.,SAMUEL,CHEN,1977-02-11,S,M,40000,0,High School,Skilled Manual,Y
22025,MS.,RILEY,PETERSON,1977-06-06,S,F,40000,0,High School,Skilled Manual,N
22026,MS.,BRIDGET,KENNEDY,1979-04-07,M,F,30000,0,Partial High School,Clerical,N
22027,MR.,FRANKLIN,LUO,1979-06-05,S,M,30000,0,Partial High School,Clerical,N
22028,MRS.,JODI,SHEN,1939-11-22,M,F,30000,2,Partial College,Clerical,N
22029,MRS.,LAURA,GAO,1939-11-03,M,F,40000,2,Bachelors,Management,Y
22031,MR.,JORGE,CAI,1940-08-12,M,M,40000,2,Bachelors,Management,Y
22032,MR.,IVAN,FERNANDEZ,1942-09-12,M,M,40000,2,Bachelors,Management,Y
22033,MR.,MARSHALL,ZHAO,1942-06-17,S,M,50000,2,Graduate Degree,Management,Y
22034,MR.,SETH,CLARK,1976-04-03,M,M,40000,0,Partial College,Skilled Manual,Y
22035,MR.,RYAN,WILSON,1976-11-09,M,M,40000,0,Partial College,Skilled Manual,Y
22036,MS.,GABRIELLA,HALL,1975-11-01,S,F,40000,0,High School,Skilled Manual,N
22037,MS.,ANGELA,GONZALES,1975-06-01,M,F,40000,0,High School,Skilled Manual,N
22038,MS.,ISABELLA,JACKSON,1974-02-18,S,F,50000,0,Partial College,Skilled Manual,Y
22039,MS.,MARISSA,SIMMONS,1974-03-16,S,F,50000,0,Partial College,Skilled Manual,Y
22040,MR.,DEVIN,BROWN,1974-10-16,M,M,50000,0,Partial College,Skilled Manual,N
22041,MS.,PAIGE,MORRIS,1973-05-03,S,F,60000,0,Partial College,Skilled Manual,N
22042,MS.,ABIGAIL,BRYANT,1972-08-21,M,F,70000,0,Partial College,Skilled Manual,Y
22043,MS.,TRINITY,COX,1972-08-12,S,F,70000,0,Partial College,Skilled Manual,N
22044,MR.,CONNOR,YOUNG,1972-05-16,S,M,80000,0,Bachelors,Management,N
22045,MR.,CAMERON,CHEN,1968-05-07,S,M,80000,0,Bachelors,Management,N
22046,MS.,JASMINE,SANDERS,1968-02-21,S,F,80000,0,Bachelors,Management,N
22047,MR.,DAVID,GONZALES,1968-12-16,M,M,90000,4,Bachelors,Management,Y
22048,MRS.,GRACE,WASHINGTON,1967-04-22,M,F,100000,1,Bachelors,Management,Y
22049,MR.,ALLEN,PATEL,1967-05-07,S,M,130000,0,Graduate Degree,Management,N
22050,MR.,RICHARD,BAILEY,1968-02-18,S,M,90000,4,Bachelors,Management,Y
22051,MRS.,LAUREN,ROGERS,1968-12-05,S,F,90000,4,Partial College,Skilled Manual,N
22052,MR.,ZACHARY,BUTLER,1968-05-08,M,M,110000,2,Graduate Degree,Management,Y
22053,MR.,JAIME,GOEL,1968-12-15,S,M,120000,1,Bachelors,Management,N
22054,MR.,RUSSELL,RAJI,1968-08-24,S,M,120000,1,Bachelors,Management,Y
22055,MRS.,HANNAH,CLARK,1968-03-05,M,F,120000,1,Bachelors,Management,Y
22056,MR.,ALEX,HOWARD,1979-02-18,M,M,40000,0,High School,Skilled Manual,N
22057,MR.,KYLE,ROSS,1979-02-13,S,M,40000,0,High School,Skilled Manual,Y
22058,MR.,JAKE,ZUKOWSKI,1978-11-05,S,M,40000,0,High School,Skilled Manual,N
22059,MR.,JONATHAN,JOHNSON,1978-02-09,M,M,40000,0,High School,Skilled Manual,Y
22060,MR.,EVAN,HILL,1978-11-06,M,M,40000,0,Partial College,Skilled Manual,Y
22061,MS.,JENNY,GOEL,1978-09-20,S,F,60000,0,Partial College,Skilled Manual,N
22062,MR.,CAMERON,FLORES,1978-04-28,S,M,60000,0,Partial College,Skilled Manual,N
22063,MRS.,JOANNA,SUAREZ,1945-10-02,M,F,10000,2,Partial High School,Clerical,Y
22064,MR.,LAWRENCE,CARLSON,1945-05-24,M,M,20000,4,High School,Skilled Manual,Y
22065,MR.,ROY,MARTIN,1946-07-03,M,M,20000,4,High School,Skilled Manual,N
22066,MRS.,PAULA,MUNOZ,1971-03-18,M,F,70000,1,Graduate Degree,Skilled Manual,Y
22067,MRS.,JULIA,JACKSON,1971-01-18,M,F,70000,1,Graduate Degree,Skilled Manual,Y
22068,MR.,SEAN,JAMES,1963-06-15,S,M,100000,0,Partial College,Professional,Y
22069,MS.,BAILEY,REED,1963-12-06,S,F,100000,0,Partial College,Professional,Y
22070,MR.,EDUARDO,BROWN,1963-07-02,M,M,110000,4,Bachelors,Management,Y
22071,MR.,GABRIEL,CARTER,1963-11-20,S,M,110000,4,Bachelors,Management,N
22072,MR.,DEVIN,RUSSELL,1963-08-04,S,M,160000,2,Bachelors,Management,N
22073,MR.,TIMOTHY,SANDERS,1962-12-25,M,M,90000,5,Partial College,Professional,Y
22074,MR.,RICHARD,WASHINGTON,1962-08-15,S,M,100000,1,Partial College,Professional,Y
22075,MR.,PEDRO,PATEL,1962-05-15,M,M,110000,1,Bachelors,Management,Y
22076,MR.,NELSON,VAZQUEZ,1962-06-24,M,M,110000,1,Bachelors,Management,Y
22077,MR.,MARVIN,RUBIO,1962-07-10,M,M,110000,1,Bachelors,Management,Y
22078,MR.,WILLIAM,MARTIN,1962-07-08,M,M,120000,1,Partial College,Professional,Y
22079,MRS.,KATHERINE,PEREZ,1961-10-16,M,F,70000,5,Partial College,Professional,Y
22080,MRS.,CAITLIN,SANCHEZ,1961-12-04,M,F,70000,5,Partial College,Professional,Y
22081,MRS.,OLIVIA,CLARK,1961-04-07,M,F,100000,3,Partial College,Professional,Y
22082,MR.,LUCAS,BARNES,1961-10-23,S,M,110000,1,Bachelors,Management,Y
22083,MR.,DAVID,FLORES,1961-03-16,M,M,110000,1,Bachelors,Management,Y
22084,MR.,FRANCIS,GOMEZ,1961-07-07,M,M,110000,1,Partial College,Professional,Y
22085,MRS.,TONI,MEHTA,1961-07-13,M,F,110000,1,Partial College,Professional,Y
22086,MRS.,CHELSEA,SANCHEZ,1961-11-17,M,F,110000,1,Partial College,Professional,Y
22087,MRS.,JOAN,COLEMAN,1961-10-16,M,F,120000,1,High School,Professional,Y
22088,MRS.,HANNAH,DIAZ,1961-01-19,M,F,130000,1,Bachelors,Management,Y
22089,MR.,MASON,GRAY,1961-03-04,M,M,130000,1,Bachelors,Management,Y
22090,MRS.,ALEXANDRA,MILLER,1955-11-20,M,F,70000,4,High School,Professional,Y
22091,MRS.,KAYLA,GRIFFIN,1955-08-23,M,F,80000,3,Partial College,Professional,Y
22092,MRS.,ANDREA,YOUNG,1955-02-23,M,F,90000,2,High School,Professional,Y
22093,MRS.,SYDNEY,BAKER,1955-06-16,M,F,90000,2,High School,Professional,Y
22094,MR.,JARED,WATSON,1955-06-04,M,M,90000,2,High School,Professional,Y
22095,MR.,BRANDON,PERRY,1955-10-15,S,M,90000,2,High School,Professional,Y
22096,MR.,BRYCE,COOPER,1954-01-22,S,M,70000,2,Partial High School,Skilled Manual,Y
22097,MR.,DAVID,ANDERSON,1935-05-08,M,M,40000,3,Partial College,Professional,Y
22098,MRS.,KATHERINE,BROOKS,1935-10-18,S,F,50000,2,Graduate Degree,Management,N
22099,MR.,JOEL,SCHMIDT,1935-04-23,M,M,80000,4,Graduate Degree,Management,Y
22100,MR.,FERNANDO,HALL,1960-03-20,M,M,80000,5,Partial College,Professional,Y
22101,MRS.,CAROL,WHITE,1960-05-12,S,F,90000,4,High School,Professional,N
22102,MR.,EDUARDO,COX,1960-02-08,M,M,100000,0,Partial College,Professional,Y
22103,MRS.,ALEXANDRA,HERNANDEZ,1960-06-25,M,F,110000,3,Partial College,Professional,N
22104,MR.,RICHARD,ADAMS,1960-01-20,S,M,110000,4,Partial College,Professional,Y
22105,MRS.,TAYLOR,COOPER,1960-03-23,M,F,120000,5,High School,Professional,Y
22106,MRS.,OLIVIA,LONG,1960-06-10,M,F,160000,1,Partial College,Professional,Y
22107,MR.,MICHAEL,JONES,1954-10-04,S,M,70000,2,Partial High School,Skilled Manual,N
22108,MR.,EDUARDO,POWELL,1954-06-17,S,M,70000,2,Partial High School,Skilled Manual,N
22109,MR.,JONATHAN,MITCHELL,1954-02-02,M,M,60000,2,Partial High School,Skilled Manual,N
22110,MR.,EDUARDO,KING,1954-08-08,M,M,60000,2,Partial High School,Skilled Manual,Y
22111,MRS.,GABRIELLA,KING,1954-11-10,M,F,60000,2,Partial High School,Skilled Manual,N
22112,MRS.,PAIGE,REED,1954-12-26,M,F,60000,3,Partial High School,Skilled Manual,Y
22113,MRS.,KATHERINE,GARCIA,1953-09-14,S,F,70000,3,Graduate Degree,Management,Y
22114,MR.,LUCAS,MARTIN,1953-07-16,M,M,70000,3,Graduate Degree,Management,Y
22115,MR.,DALTON,ROGERS,1953-06-13,M,M,70000,3,Graduate Degree,Management,N
22116,MR.,ROBERT,LOPEZ,1953-11-04,S,M,70000,3,Graduate Degree,Management,Y
22117,MRS.,SYDNEY,PEREZ,1953-04-11,M,F,70000,3,Graduate Degree,Management,Y
22118,MRS.,JENNIFER,PARKER,1953-05-20,S,F,70000,3,Graduate Degree,Management,Y
22119,MRS.,HAILEY,FLORES,1953-10-13,M,F,70000,3,Graduate Degree,Management,Y
22120,MRS.,JENNIFER,PERRY,1953-11-01,M,F,60000,3,Graduate Degree,Management,Y
22121,MR.,JACKSON,HENDERSON,1952-05-12,M,M,40000,3,Partial College,Professional,N
22122,MRS.,RACHEL,BUTLER,1952-10-25,M,F,40000,3,Partial College,Professional,Y
22123,MRS.,ISABELLA,BAILEY,1937-04-03,S,F,60000,3,Graduate Degree,Management,Y
22124,MRS.,DESIREE,ALONSO,1937-09-05,M,F,60000,3,Graduate Degree,Management,Y
22125,MR.,ZACHARY,GARCIA,1937-02-02,M,M,60000,3,Graduate Degree,Management,Y
22126,MRS.,RACHEL,WARD,1937-08-03,M,F,60000,3,Graduate Degree,Management,N
22127,MR.,MARCUS,THOMPSON,1938-11-09,M,M,60000,3,Graduate Degree,Management,Y
22128,MRS.,MELISSA,PERRY,1938-04-07,M,F,70000,4,Graduate Degree,Management,Y
22129,MRS.,CHLOE,HALL,1938-12-08,M,F,70000,4,Graduate Degree,Management,Y
22130,MR.,XAVIER,BRYANT,1938-08-28,M,M,70000,5,Graduate Degree,Management,Y
22131,MRS.,JESSICA,COOK,1938-07-01,M,F,70000,5,Graduate Degree,Management,Y
22132,MRS.,RACHAEL,MEHTA,1938-02-25,M,F,70000,5,Graduate Degree,Management,Y
22133,MR.,XAVIER,ADAMS,1938-09-23,M,M,80000,4,Graduate Degree,Management,Y
22134,MR.,LEONARD,RAJI,1939-11-10,M,M,60000,3,Graduate Degree,Management,Y
22135,MRS.,JULIA,HERNANDEZ,1939-06-19,M,F,70000,5,Graduate Degree,Management,Y
22136,MR.,DEVIN,EVANS,1939-11-14,M,M,80000,4,Graduate Degree,Management,Y
22137,MRS.,ELIZABETH,GRIFFIN,1940-03-20,M,F,60000,3,Graduate Degree,Management,Y
22138,MRS.,ALEXANDRA,BROOKS,1940-09-11,M,F,80000,4,Graduate Degree,Management,Y
22139,MR.,JAIME,PAL,1940-05-08,M,M,80000,4,Bachelors,Management,Y
22140,MRS.,MAKAYLA,SANCHEZ,1941-12-22,M,F,50000,4,Bachelors,Management,Y
22142,MR.,NELSON,ALONSO,1941-04-10,M,M,50000,4,Bachelors,Management,Y
22143,MRS.,SUMMER,PRASAD,1941-07-15,M,F,50000,4,Bachelors,Management,Y
22144,MR.,ZACHARY,WANG,1941-02-06,M,M,60000,3,Graduate Degree,Management,Y
22145,MR.,EDUARDO,KELLY,1941-06-06,M,M,60000,3,Graduate Degree,Management,Y
22146,MR.,BENJAMIN,CHEN,1942-10-21,S,M,50000,4,Bachelors,Management,Y
22147,MR.,BRETT,KAPOOR,1947-04-17,M,M,10000,2,Partial High School,Clerical,Y
22148,MRS.,CANDACE,PRASAD,1947-02-25,M,F,10000,2,Partial High School,Clerical,Y
22149,MR.,GREGORY,SHEN,1947-09-15,M,M,20000,4,High School,Skilled Manual,Y
22150,MR.,DAMIEN,LIANG,1947-02-25,M,M,30000,2,Partial College,Clerical,N
22151,MR.,NEIL,JIMENEZ,1948-07-06,M,M,10000,2,Partial High School,Clerical,Y
